production_sku,current_title,proposed_ppp_sku,proposed_ppp_name,your_pack,your_case,ppp_pack,ppp_case,total,text,price_bonus,margin,tier,alt_ppp_sku,collision
VEG-BGP-BG-3,Vegware Bagasse Burger Box - 5in,B005,Vegware 5in Bagasse Burger Box Recyclable Compostable,9.92,38.08,9.1,34.94,13,7,6,3,auto,VWRP-10,""
VEG-BGP-BG-2,Vegware Bagasse Burger Box - 6in,B003,Vegware 6in Bagasse Burger Box Recyclable Compostable,14.44,60.78,13.25,55.76,13,7,6,2,auto,HW-B003,DUP
VEG-BGP-CS-4,Vegware Bagasse 2-Compartment Clamshell - 6in,B002,Vegware 9x6in 2-Compartment Bagasse Clamshell Compostable,21.95,38.48,20.14,35.3,13,7,6,2,auto,HW-VA-SH89,""
VEG-BGP-CS,Vegware Bagasse Heavyweight Clamshell - 6in,HW-VA-SH89,Vegware 9x6in Heavyweight Bagasse Clamshell Compostable,25.42,43.16,23.32,39.6,12,6,6,3,auto,VB12-case-,""
VEG-CUP-DW-12-BK,Vegware Black Double Wall Takeaway Cup - 12oz,VDW-B12,Vegware 12oz Black Double Wall Takeaway Cup,,54.09,49.62,49.62,12,9,3,2,auto,D04003,""
VEG-CNT-SQ-24-KR,Vegware Kraft Square Food Container - 24oz,RKC-24,Vegware 24oz/750ml Round Kraft Food Container,,49.2,43.31,43.31,12,9,3,3,auto,SKC-24,DUP
VEG-CUP-DW-8-BK,Vegware Black Double Wall Takeaway Cup - 8oz,VDW-B08,Vegware 8oz Black Double Wall Takeaway Cup,,46.87,43.0,43.0,12,9,3,2,auto,D04002,""
VEG-BGT-PL,Vegware Bagasse Plate - 10in,P005,Vegware 10in Bagasse Plate Compostable,12.89,53.98,11.83,49.52,12,6,6,2,auto,VPSQ-10,""
VEG-POT-1-3,Vegware PLA Cold Portion Pot - 1oz,VWPP1,Vegware 1oz PLA Cold Portion Pot Compostable,4.79,107.16,4.39,98.31,12,6,6,5,auto,VWPL1,""
VEG-POT-1-KR,Vegware Kraft Portion Pot Lid - 1oz,VWPLK1,Vegware 1oz Kraft Paper Portion Pot Lid Compostable,,36.68,33.65,33.65,12,9,3,2,auto,VWPPK1,""
VEG-POT-2-4,Vegware PLA Cold Portion Pot - 2oz,CF7057,Vegware 2oz PLA Cold Portion Pot Compostable,7.04,67.22,6.46,61.67,12,6,6,6,auto,VLID62S,""
VEG-POT-3,Vegware PLA Cold Portion Pot - 3oz,CF7056,Vegware 3oz PLA Cold Portion Pot Compostable,7.75,74.97,7.11,68.78,12,6,6,6,auto,VLID90P,""
VEG-CNT-RC-34-KR,Vegware Kraft Rectangular Food Container - 34oz,SKC-34,Vegware 34 oz Rectangular Kraft Food Container – Compostable,,54.67,50.16,50.16,12,9,3,4,auto,SLID-7X5P,DUP
VEG-BGG-22,Vegware Bagasse Gourmet Base (Fits Size 4 Lids) - 650ml,V4-GB22,Vegware Gourmet Base – 22oz / 650ml Compostable,12.64,60.19,11.6,55.22,12,6,6,2,auto,V3-GB22,""
VEG-POT-4-4,Vegware PLA Cold Portion Pot - 4oz,CF7054,Vegware 4oz PLA Cold Portion Pot Compostable,8.76,86.28,8.04,79.16,12,6,6,4,auto,CF736,""
VEG-SPC-3,Vegware PLA Flat Cold Lid (Fits 90 Series) - 115 x 115 x 13mm,V90F,Vegware Flat PLA Cold Lid (Fits 90 Series) Compostable,6.99,63.71,6.41,58.45,12,6,6,2,auto,SC-G10,""
VEG-BGT-PL-4,Vegware Bagasse Plate - 6in,SL-P006,Vegware 6in Bagasse Plate Compostable,11.1,41.42,10.18,38.0,12,6,6,4,auto,VPSQ-06,""
VEG-SUN-8,Vegware 10L Completely Liner - 430 x 430 x 470mm,VBL-10,Vegware 10L Completely Compostable Liner,5.28,125.36,4.84,115.01,12,6,6,9,auto,"",""
VEG-SUN-3,Vegware 140L Completely Liner - 860 x 860 x 1300mm,VBL-140,Vegware 140L Completely Compostable Liner,13.56,124.13,12.44,113.88,12,6,6,8,auto,"",""
VEG-SUN-2,Vegware 240L Completely Liner - 1130 x 1130 x 1390mm,VBL-240,Vegware 240L Completely Compostable Liner,18.9,122.76,17.34,112.62,12,6,6,6,auto,V4-GLC,""
VEG-SUN-7,Vegware 25L Completely Liner - 580 x 580 x 600mm,VBL-25,Vegware 25L Completely Compostable Liner,10.53,120.92,9.66,110.94,12,6,6,9,auto,"",""
VEG-GP-400-CL,Vegware Clear PLA Sheet - 300 x 400mm,VGNSH2,Vegware 300 x 400mm Clear PLA Sheet Compostable (Case of 1000),,113.99,104.58,104.58,12,9,3,9,auto,"",""
VEG-SUN-6,Vegware 30L Completely Liner - 560 x 560 x 700mm,VBS-30,Vegware 30L Completely Compostable Liner,11.82,107.76,10.84,98.86,12,6,6,8,auto,"",""
VEG-SUN-5,Vegware 70L Completely Liner - 720 x 720 x 930mm,VBS-70,Vegware 70L Completely Compostable Liner,16.18,122.72,14.84,112.59,12,6,6,8,auto,"",""
VEG-SUN-4,Vegware 80L Completely Liner - 810 x 810 x 1040mm,VBL-80,Vegware 80L Completely Compostable Liner,18.9,108.65,17.34,99.68,12,6,6,6,auto,V3-GLC,""
VEG-SUN-9,Vegware 8L Completely Liner - 380 x 400mm,VBL-08,Vegware 8L Completely Compostable Liner,4.19,115.66,3.84,106.11,12,6,6,5,auto,VGNSH2,""
VEG-BGG-22-2,Vegware Bagasse Gourmet Base (Fits Size 3 Lids) - 650ml,V3-GB22,Vegware 22oz / 650ml Gourmet Base Compostable,14.13,80.28,12.96,73.65,12,6,6,4,auto,V4-GB22,""
VEG-POT-1-KR-2,Vegware Kraft Portion Pot - 1oz,VWPPK1,Vegware 1oz Kraft Paper Portion Pot Compostable,,50.89,46.69,46.69,12,9,3,2,auto,VWPLK1,""
VEG-BGG-32,Vegware Gourmet Base - 1000ml,V4-GB32,Vegware 32oz / 1000ml Gourmet Base Compostable,16.43,89.57,15.07,82.17,12,6,6,5,auto,V3-GLC,""
VEG-BGP-CS-2,Vegware Bagasse Heavyweight Clamshell - 5in,HW-B001,Vegware 7x5in Heavyweight Bagasse Clamshell Compostable,19.82,70.49,18.18,64.67,12,6,6,5,auto,MFWB-8X5,DUP
VEG-BAG-WH-2,Vegware White Kraft Flat Bag - 10 x 10,WB1010B,Vegware Recycled White Kraft Flat Bag 10 x 10 Recyclable/Compostable (Case of 1000),,15.33,14.06,14.06,12,9,3,3,auto,WB1212B,DUP
VEG-BAG-WH-4,Vegware White Kraft Flat Bag - 178 x 178mm,WB0808B,Vegware Recycled White Kraft Flat Bag 8 x 8 Recyclable/Compostable (Case of 1000),,9.11,10.36,10.36,11,8,3,2,auto,WB1010B,DUP
VEG-BWL-RD-34-KR,Vegware Kraft Round Food Container - 34oz,SKC-34,Vegware 34 oz Rectangular Kraft Food Container – Compostable,,51.14,50.16,50.16,11,8,3,2,auto,RKC-34,DUP
VEG-DEL-DL,"Vegware PLA Dome Lid, NO HOLE (Fits 96 Series) - 80 x 32mm",C96D-NH,"Vegware PLA Dome Lid, NO HOLE (Fits 96 Series) Compostable",6.33,6.33,5.81,50.41,11,8,3,2,auto,C96D-OH,""
VEG-BWL-RD-BK,"Vegware Black Kraft Round Lid, 150-Series",RLID150BP,"Vegware Round Kraft Black Paper Lid, 150-Series Compostable",,59.22,54.33,54.33,11,8,3,4,auto,RLID150P,DUP
VEG-BAG-WH,Vegware White Kraft Flat Bag - 305 x 305mm,WB0808B,Vegware Recycled White Kraft Flat Bag 8 x 8 Recyclable/Compostable (Case of 1000),,11.55,10.36,10.36,11,8,3,2,auto,WB1010B,DUP
VEG-MFB-HG-4,Vegware Microflute Hinged Window Hot Box - 3in,MFWB-5X3,Vegware 5 x 3in Microflute Hinged Window Hot Box – Compostable,,104.51,95.88,95.88,11,8,3,8,auto,"",""
VEG-MFB-HG-2,Vegware Microflute Hinged Window Hot Box - 6in,MFWB-6X6,Vegware 6 x 6in Microflute Hinged Window Hot Box – Compostable,,69.95,64.17,64.17,11,8,3,3,auto,HW-B003,""
VEG-GP-275,Vegware Unbleached Greaseproof Sheet - 380 x 275mm,VGKSH4,Vegware 380 x 275mm Unbleached Greaseproof Sheet Compostable (Case of 500),,26.65,24.45,24.45,11,8,3,3,auto,VGKSH3,DUP
VEG-HCX-ST-2,Vegware Wood Stirrer - 5.5 inch,G01005,Vegware 5.5in Wooden Stirrer Recyclable/Compostable,6.69,19.61,6.14,17.99,11,5,6,6,auto,PS06C-BLK,""
VEG-GP-BG-330-GN,Vegware Burger Wrap Green Tree,VBWRP-GT-,Vegware Burger Wrap (258 x 330mm) &#8211; Green Tree Compostable (Case of 960),,46.43,42.6,42.6,11,8,3,2,auto,VDW-12-GT,""
VEG-LID-16-WH-2,Vegware White Fibre Hot Cup Lid - 90mm / 16oz,BLID89,Vegware 12/16oz White Moulded Fibre Hot Cup Lid Compostable (Case of 1000),,37.33,34.25,34.25,11,8,3,3,auto,VDW-W16,""
VEG-BGP-BG,Vegware Bagasse Heavyweight Burger Box - 5in,HW-B001,Vegware 7x5in Heavyweight Bagasse Clamshell Compostable,19.51,69.03,18.18,64.67,11,5,6,3,auto,MFB-8X5,DUP
VEG-BGP-CS-7,Vegware Bagasse Clamshell - 5in,B001NW,Vegware 7x5in Bagasse Clamshell Recyclable Compostable,13.46,56.53,12.35,51.86,11,5,6,2,auto,HW-B001,""
VEG-LID-5,Vegware CPLA Hot Cup Lid (Fits 72 Series) - 72 x 72 x 10mm,VLID72-A1,Vegware CPLA Hot Cup Lid (Fits 72 Series) Compostable,7.64,70.76,7.01,64.92,11,5,6,5,auto,VLID62S,""
VEG-BGP-CS-6,Vegware Bagasse Clamshell - 7in,VW-BP7,Vegware 7x7in Bagasse Clamshell Compostable,17.22,74.84,15.8,68.66,11,5,6,5,auto,P010-SRNW,""
VEG-CC-7-2,Vegware PLA Water Cup - 7oz,VWC-07,Vegware 7oz PLA Water Cup Compostable,10.61,88.88,9.73,81.54,11,5,6,5,auto,R200-VW,""
VEG-BGG-8,Vegware Bagasse Size 3 Gourmet Lid - 210 x 150 x 22mm,V3-GLB,Vegware Size 3 Bagasse Gourmet Lid Compostable,8.62,41.27,7.91,37.86,10,4,6,5,auto,V5-GLB,DUP
VEG-HCX-SV-2,Vegware Small Sleeve Fits 79 Series Cup,44931P,Vegware Small Sleeve &#8211; Fits 79 Series Cup Recyclable/Compostable (Case of 1000),,32.72,30.02,30.02,10,7,3,3,auto,VDW-FS08,""
VEG-BGP-TY,Vegware Bagasse Medium Chip Tray - 5in,VW-C2,Vegware Medium Bagasse Chip Tray 7x5in Compostable,,34.08,31.27,31.27,10,7,3,2,auto,B005,""
VEG-IC-4,Vegware Ice Cream Pot - 4oz,IC-04,Vegware 4oz Ice Cream Pot,,55.76,51.16,51.16,10,7,3,2,auto,CF736,""
VEG-GP-350-2,Vegware Greaseproof Sheet - 430 x 350mm,VGGSH3,Vegware 430 x 350mm Greaseproof Sheet Compostable (Case of 960),,32.11,29.46,29.46,10,7,3,3,auto,VGKSH4-GT,""
VEG-GP-BG-330,Vegware Burger Wrap - 258 x 330mm,VBWRP,Vegware Burger Wrap &#8211; 258 x 330mm Compostable (Case of 960),,35.84,32.88,32.88,10,7,3,2,auto,VBWRP-GT-,""
VEG-BGG-2,Vegware Bagasse Gourmet Lid (Size 5) - 280 x 180 x 22mm,V5-GLB,Vegware Gourmet Bagasse Lid (Size 5) Compostable,14.55,71.58,13.35,65.67,10,4,6,6,auto,"",DUP
VEG-CC-2,Vegware Fibre 89-Series Nourish Dome Cold Cup Lid STRAW SLOT - 94 x 37mm,BLID89D-CH,Vegware 89-Series Nourish Fibre Dome Cold Cup Lid – STRAW SLOT,,54.04,49.58,49.58,9,6,3,3,auto,BLID89F-CH,""
VEG-BGG-7,Vegware PLA Size 3 Gourmet Lid - 195 x 133 x 25mm,V3-GLC,Vegware Size 3 PLA Gourmet Lid Compostable,18.78,102.01,17.23,93.59,9,3,6,2,auto,V4-GLC,DUP
VEG-IC-3,Vegware Ice Cream Pot - 3 oz,IC-03,Vegware 3oz Ice Cream Pot Compostable,,55.49,50.91,50.91,9,6,3,3,auto,IC-06,""
VEG-SAN-SW-KR-2,Vegware Kraft Bloomer Sandwich Carton - 70 x 125 x 70mm,VWBLMT,Vegware Bloomer Sandwich Kraft Carton Compostable (Case of 500),,127.22,116.72,116.72,9,6,3,5,auto,"",""
VEG-SAN-TR-KR,Vegware Kraft Tortilla / Wrap Carton - 50 x 95 x 135mm,VWWTT,Vegware Tortilla / Wrap Kraft Carton Compostable (Case of 500),,80.99,74.3,74.3,9,6,3,4,auto,VWBLMT,DUP

