afida_sku,ppp_sku,name,category,size,material,colour,pack_size,pack_price,certifications,description,website_url,product_weight,product_length,product_width,product_height,case_length,case_width,case_depth,case_volume,case_weight,additional_specs
SUN-RD-20-3,DD-F,Day Food Rotation Labels Round 20mm Friday (Roll of 1000),Supplies & Essentials,,"pp, cardboard",,1000,1.49,Food Safe,"The Day Food Rotation Labels Round Friday (Roll of 1000). Colour-coded food rotation labels for commercial kitchen hygiene compliance. Clearly marks preparation day and use-by dates, supporting HACCP food safety procedures. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/day-food-rotation-labels-round-friday-roll-of-1000,N/A,20mm,20mm,N/A,N/A,N/A,N/A,N/A,N/A,
SUN-RD-20-7,DD-M,Day Food Rotation Labels Round 20mm Monday (Roll of 1000),Supplies & Essentials,,"pp, cardboard",,7000,1.49,Food Safe,"The Day Food Rotation Labels Round Monday (Roll of 1000). Colour-coded food rotation labels for commercial kitchen hygiene compliance. Clearly marks preparation day and use-by dates, supporting HACCP food safety procedures. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/day-food-rotation-labels-round-monday-roll-of-1000,Not specified,20mm,20mm,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,
SUN-RD-20-2,DD-S,Day Food Rotation Labels Round 20mm Saturday (Roll of 1000),Supplies & Essentials,,"pp, cardboard",,1000,1.49,Food Safe,"The Day Food Rotation Labels Round Saturday (Roll of 1000). Colour-coded food rotation labels for commercial kitchen hygiene compliance. Clearly marks preparation day and use-by dates, supporting HACCP food safety procedures. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/day-food-rotation-labels-round-saturday-roll-of-1000,,20mm,20mm,,,,,,,
SUN-RD-20,DD-SU,Day Food Rotation Labels Round 20mm Sunday (Roll of 1000),Supplies & Essentials,,"pp, cardboard",,1000,1.49,Food Safe,"The Day Food Rotation Labels Round Sunday (Roll of 1000). Colour-coded food rotation labels for commercial kitchen hygiene compliance. Clearly marks preparation day and use-by dates, supporting HACCP food safety procedures. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/day-food-rotation-labels-round-sunday-roll-of-1000,,20mm,20mm,,,,,,,
SUN-RD-20-4,DD-TH,Day Food Rotation Labels Round 20mm Thursday (Roll of 1000),Supplies & Essentials,,"pp, cardboard",,1000,1.49,Food Safe,"The Day Food Rotation Labels Round Thursday (Roll of 1000). Colour-coded food rotation labels for commercial kitchen hygiene compliance. Clearly marks preparation day and use-by dates, supporting HACCP food safety procedures. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/day-food-rotation-labels-round-thursday-roll-of-1000,Roll of 1000,20mm,20mm,,,,,,,
SUN-RD-20-6,DD-T,Day Food Rotation Labels Round 20mm Tuesday (Roll of 1000),Supplies & Essentials,,"pp, cardboard",,1000,1.49,Food Safe,"The Day Food Rotation Labels Round Tuesday (Roll of 1000). Colour-coded food rotation labels for commercial kitchen hygiene compliance. Clearly marks preparation day and use-by dates, supporting HACCP food safety procedures. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/day-food-rotation-labels-round-tuesday-roll-of-1000,N/A,20mm,20mm,N/A,N/A,N/A,N/A,N/A,N/A,
SUN-RD-20-5,DD-W,Day Food Rotation Labels Round 20mm Wednesday (Roll of 1000),Supplies & Essentials,,"pp, cardboard",,1000,1.49,Food Safe,"The Day Food Rotation Labels Round Wednesday (Roll of 1000). Colour-coded food rotation labels for commercial kitchen hygiene compliance. Clearly marks preparation day and use-by dates, supporting HACCP food safety procedures. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/day-food-rotation-labels-round-wednesday-roll-of-1000,Not specified,20mm,20mm,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,
SAN-6-KR,VBLOOM2,Kraft Bloomer Bag 6″ x 3″ x 9″ – NatureFlex Window,Supplies & Essentials,"6″, 3″, 9″",kraft,Brown/Kraft,250,52.1,Compostable,"The 6″ / 3″ / 9″ kraft Bloomer Bag NatureFlex Window is constructed from kraft board, an unbleached paper with natural strength. Made with NatureFlex, a transparent cellulose-based film that is compostable. Provides excellent product visibility while keeping contents fresh. Heat-sealable for tamper-evident packaging. Certified compostable - breaks down in industrial composting facilities. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/bloomer-bag-natureflex-window,,3″,6″,9″,9″,6″,3″,162 cubic inches,4 kg,
SAN-SW-KR,KSC5,Kraft Sandwich Card Recyclable/Compostable 5 x 5in (Case of 500),Supplies & Essentials,,"kraft, pla, pp",Brown/Kraft,500,18.62,Compostable,"The kraft Sandwich Card is constructed from kraft board, an unbleached paper with natural strength. A card sleeve that wraps around sandwiches for a clean, branded presentation. Keeps sandwiches together while allowing the filling to remain visible from the sides. Certified compostable - breaks down in industrial composting facilities. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/sandwich-card,,5 in,5 in,,,,,,3 kg,
SUN-CL,10640.04,Large Clear Food Handling Gloves Recyclable (Case of 1000),Supplies & Essentials,Large,pp,Clear,1000,33.2,Recyclable,"The clear Large Food Handling Gloves. Disposable food handling gloves for hygienic food preparation, serving, and kitchen tasks. Provides a clean barrier between hands and food. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/large-food-handling-gloves,10g,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10g,
SAN-TR,293C-FSC,Long Tortilla Bag with Film – Recyclable Wrap Packaging,Supplies & Essentials,,pla,,800,121.77,Recyclable,"The Long Tortilla Bag with Film Wrap Packaging. A carton designed for tortilla wraps, burritos, and rolled food items. The snug fit holds the wrap securely to prevent unrolling. Easy to open for eating on the go. Fully recyclable through standard paper or plastic recycling streams.",https://afida.com/products/long-tortilla-bag-with-film-wrap-packaging,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,
SUN-CL-2,10640.03,Medium Clear Food Handling Gloves Recyclable (Case of 1000),Supplies & Essentials,Medium,pp,Clear,1000,33.2,Recyclable,"The clear Medium Food Handling Gloves. Disposable food handling gloves for hygienic food preparation, serving, and kitchen tasks. Provides a clean barrier between hands and food. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/medium-food-handling-gloves,10g,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10g,
SUN,PR100,Release Agent Spray PR100,Supplies & Essentials,600ml,,,6,29.99,,"The 600ml Release Agent Spray PR100. A professional-grade release agent spray that prevents food from sticking to baking trays, moulds, and cooking surfaces. Provides an even, consistent coating. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/release-agent-spray-pr100,600ml,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
SUN-LB-65-RD,DAY-L,Removable Food Rotation Labels Red Day Label 50x65mm (Roll of 500),Supplies & Essentials,,,Red,500,4.88,Food Safe,"The red Removable Food Rotation Labels Day Label (Roll of 500). Colour-coded food rotation labels for commercial kitchen hygiene compliance. Clearly marks preparation day and use-by dates, supporting HACCP food safety procedures. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/removable-food-rotation-labels-day-label-roll-of-500,Roll of 500,50mm,65mm,,,,,,,
SUN-LB-100,DAY-L-D,Shelf Life Labels 50x100mm (Pack of 500),Supplies & Essentials,,"pla, pp",,500,5.99,,"The Shelf Life Labels. Self-adhesive shelf life labels for tracking food freshness and expiry dates. Helps commercial kitchens and food businesses maintain stock rotation and reduce waste. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/shelf-life-labels,,100mm,50mm,,,,,,,
SUN-SQ-25,DD-A-S-W,Square 7 Day Food Rotation Labels 25mm Mon Sun (7 x Rolls of 1000),Supplies & Essentials,,,,1000,10.53,Food Safe,"The Square 7 Day Food Rotation Labels Mon Sun ( Rolls of 1000). Colour-coded food rotation labels for commercial kitchen hygiene compliance. Clearly marks preparation day and use-by dates, supporting HACCP food safety procedures. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/square-7-day-food-rotation-labels-mon-sun-rolls-of-1000,N/A,N/A,25mm,N/A,N/A,N/A,N/A,N/A,N/A,
SUN-SQ-25-4,DD-F-SQ,Square Day Food Rotation Labels 25mm Friday (Roll of 1000),Supplies & Essentials,,"pla, plastic",,1000,2.7,Food Safe,"The Square Day Food Rotation Labels Friday (Roll of 1000). Colour-coded food rotation labels for commercial kitchen hygiene compliance. Clearly marks preparation day and use-by dates, supporting HACCP food safety procedures. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/square-day-food-rotation-labels-friday-roll-of-1000,,,25mm,,,,,,,
SUN-SQ-25-8,DD-M-SQ,Square Day Food Rotation Labels 25mm Monday (Roll of 1000),Supplies & Essentials,,"pla, plastic",,1000,2.7,Food Safe,"The Square Day Food Rotation Labels Monday (Roll of 1000). Colour-coded food rotation labels for commercial kitchen hygiene compliance. Clearly marks preparation day and use-by dates, supporting HACCP food safety procedures. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/square-day-food-rotation-labels-monday-roll-of-1000,N/A,N/A,25mm,N/A,N/A,N/A,N/A,N/A,N/A,
SUN-SQ-25-3,DD-S-SQ,Square Day Food Rotation Labels 25mm Saturday (Roll of 1000),Supplies & Essentials,,"pla, plastic",,1000,2.7,Food Safe,"The Square Day Food Rotation Labels Saturday (Roll of 1000). Colour-coded food rotation labels for commercial kitchen hygiene compliance. Clearly marks preparation day and use-by dates, supporting HACCP food safety procedures. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/square-day-food-rotation-labels-saturday-roll-of-1000,,,25mm,,,,,,,
SUN-SQ-25-2,DD-SU-SQ,Square Day Food Rotation Labels 25mm Sunday (Roll of 1000),Supplies & Essentials,,"pla, plastic",,1000,2.7,Food Safe,"The Square Day Food Rotation Labels Sunday (Roll of 1000). Colour-coded food rotation labels for commercial kitchen hygiene compliance. Clearly marks preparation day and use-by dates, supporting HACCP food safety procedures. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/square-day-food-rotation-labels-sunday-roll-of-1000,,,25mm,,,,,,Roll of 1000,
SUN-SQ-25-5,DD-TH-SQ,Square Day Food Rotation Labels 25mm Thursday (Roll of 1000,Supplies & Essentials,,"pla, plastic",,1000,2.7,Food Safe,"The Square Day Food Rotation Labels Thursday (Roll of 1000). Colour-coded food rotation labels for commercial kitchen hygiene compliance. Clearly marks preparation day and use-by dates, supporting HACCP food safety procedures. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/square-day-food-rotation-labels-thursday-roll-of-1000,N/A,N/A,25mm,N/A,N/A,N/A,N/A,N/A,N/A,
SUN-SQ-25-7,DD-T-SQ,Square Day Food Rotation Labels 25mm Tuesday (Roll of 1000),Supplies & Essentials,,"pla, plastic",,1000,2.7,Food Safe,"The Square Day Food Rotation Labels Tuesday (Roll of 1000). Colour-coded food rotation labels for commercial kitchen hygiene compliance. Clearly marks preparation day and use-by dates, supporting HACCP food safety procedures. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/square-day-food-rotation-labels-tuesday-roll-of-1000,N/A,N/A,25mm,N/A,N/A,N/A,N/A,N/A,N/A,
SUN-SQ-25-6,DD-W-SQ,Square Day Food Rotation Labels 25mm Wednesday (Roll of 1000),Supplies & Essentials,,"pla, plastic",,1000,2.7,Food Safe,"The Square Day Food Rotation Labels Wednesday (Roll of 1000). Colour-coded food rotation labels for commercial kitchen hygiene compliance. Clearly marks preparation day and use-by dates, supporting HACCP food safety procedures. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/square-day-food-rotation-labels-wednesday-roll-of-1000,Roll of 1000,,25mm,,,,,,,
SUN-80,TR80-76,Thermal Till Rolls 80mm x 76mm (Pack of 20),Supplies & Essentials,"80mm, 76mm",paper,,20,20.24,,"The 80mm / 76mm Thermal Till Rolls. An insulated bag with thermal properties that keeps hot food at serving temperature during delivery and collection. The foil-lined interior reflects heat back towards the food, extending warmth retention. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/thermal-till-rolls,N/A,76mm,80mm,N/A,N/A,N/A,N/A,N/A,N/A,
SUN-57,TR57-30,Thermal Till/PDQ Roll 57mm x 30mm Chip N Pin (Pack of 20),Supplies & Essentials,5mm,"paper, pla",,20,4.51,,"The 5mm Thermal Till/PDQ Roll Chip N Pin. An insulated bag with thermal properties that keeps hot food at serving temperature during delivery and collection. The foil-lined interior reflects heat back towards the food, extending warmth retention. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/thermal-till-pdq-roll-chip-n-pin,N/A,N/A,57mm,30mm,N/A,N/A,N/A,N/A,N/A,
SUN-57-2,TR57-38,Thermal Till/PDQ Roll 57mm x 38mm Chip N Pin (Pack of 20),Supplies & Essentials,5mm,"paper, pla",,20,5.74,,"The 5mm Thermal Till/PDQ Roll Chip N Pin. An insulated bag with thermal properties that keeps hot food at serving temperature during delivery and collection. The foil-lined interior reflects heat back towards the food, extending warmth retention. A practical addition for takeaways, cafés, commercial kitchens, and catering operations.",https://afida.com/products/thermal-till-pdq-roll-chip-n-pin-2,Not specified,38mm,57mm,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,
CTL-SP-NT,10080.03,6.6in Natural Cornstarch Desert Spoon (Case of 1000),Tableware,,"pla, cornstarch",Natural,1000,34.49,Biodegradable,"The cornstarch Natural Desert Spoon is made from cornstarch-based bioplastic, a plant-derived alternative to petroleum plastic. A deep-bowled spoon that holds soups, stews, porridge, and liquid foods securely. Well-balanced and comfortable to use. Biodegradable - naturally breaks down over time. A practical choice for takeaways, events, delivery services, and grab-and-go counters.",https://afida.com/products/natural-desert-spoon,,,,,,,,,6 kg,
CTL-FK-NT,10080.02,7in Natural Cornstarch Fork (Case of 1000),Tableware,,"pla, cornstarch",Natural,1000,33.99,Biodegradable,"The cornstarch Natural Fork is made from cornstarch-based bioplastic, a plant-derived alternative to petroleum plastic. A sturdy fork with well-defined tines that grip food securely. Strong enough to handle rice, pasta, salads, and firm foods without bending or snapping. Biodegradable - naturally breaks down over time. A practical choice for takeaways, events, delivery services, and grab-and-go counters.",https://afida.com/products/natural-fork,,,,,,,,,6 kg,
CTL-KN-NT,10080.01,7in Natural Cornstarch Knife (Case of 1000),Tableware,,"pla, cornstarch",Natural,1000,33.99,Biodegradable,"The cornstarch Natural Knife is made from cornstarch-based bioplastic, a plant-derived alternative to petroleum plastic. A functional knife with a serrated edge that cuts through food cleanly. Sturdy enough for everyday meal service without bending. Biodegradable - naturally breaks down over time. A practical choice for takeaways, events, delivery services, and grab-and-go counters.",https://afida.com/products/natural-knife,,,,,,,,,6 kg,
CTL-229,10330.23P,Bamboo Chopstick (229mm/9) Paper Wrapped Recyclable/Compostable (Case of 1000),Tableware,210mm,"pla, wood, wooden, plastic",,1000,22.71,Biodegradable,"The 210mm bamboo Chopstick (/9) Wrapped is made from fast-growing bamboo, a naturally renewable resource. Individually wrapped chopsticks for hygienic, single-use service. Smooth-finished and splinter-free. A staple for Asian cuisine, sushi, noodle bars, and food courts. Biodegradable - naturally breaks down over time.",https://afida.com/products/chopstick-9-wrapped,,,210mm,,,,,,,
CTL-6,10101.4,"Birchwood Cutlery Kit, 4 in 1 Recyclable/Compostable (Case of 250)",Tableware,4 in,"paper, pla, wood, wooden",,250,22.76,Compostable,"The Birchwood Cutlery Kit, 4 in 1. An all-in-one cutlery kit bundled for convenient meal service. Includes the essentials for a complete eating experience. Individually wrapped for hygiene, making it ideal for delivery bags, event catering, and self-service stations.",https://afida.com/products/birchwood-cutlery-kit-4-in-1,,,,,,,,,3 kg,
CTL-5,10101.5,"Birchwood Cutlery Kit, 5 in 1 Recyclable/Compostable (Case of 250)",Tableware,5 in,"paper, pla, pp, wood, wooden",,250,21.99,Compostable,"The Birchwood Cutlery Kit, 5 in 1. An all-in-one cutlery kit bundled for convenient meal service. Includes the essentials for a complete eating experience. Individually wrapped for hygiene, making it ideal for delivery bags, event catering, and self-service stations.",https://afida.com/products/birchwood-cutlery-kit-5-in-1,,,,,,,,,3 kg,
CTL-4,10101.6,"Birchwood Cutlery Kit, 6 in 1 Recyclable/Compostable (Case of 250)",Tableware,6 in,"paper, pla, pp, wood, wooden",,250,25.43,Compostable,"The Birchwood Cutlery Kit, 6 in 1. An all-in-one cutlery kit bundled for convenient meal service. Includes the essentials for a complete eating experience. Individually wrapped for hygiene, making it ideal for delivery bags, event catering, and self-service stations.",https://afida.com/products/birchwood-cutlery-kit-6-in-1,,,,,,,,,4 kg,
CTL-SP-4,VT-SP4,Compostable 4.25in Mini Wooden Spoon Recyclable/Compostable,Tableware,Mini,wood,,250,22.76,Compostable,"The wooden Mini Spoon is made from sustainably sourced wood, smooth-finished with no rough edges. A deep-bowled spoon that holds soups, stews, porridge, and liquid foods securely. Well-balanced and comfortable to use. A practical choice for takeaways, events, delivery services, and grab-and-go counters.",https://afida.com/products/mini-spoon,1.116g,110mm,23mm,1.35mm,355mm,185mm,115mm,0.008m3,3 kg,
CTL,10080.31,"Cornstarch Cutlery Kit, 3 in 1 (Case of 250)",Tableware,3 in,"pla, cornstarch",,250,39.8,,"The cornstarch Cutlery Kit, 3 in 1 is made from cornstarch-based bioplastic, a plant-derived alternative to petroleum plastic. An all-in-one cutlery kit bundled for convenient meal service. Includes the essentials for a complete eating experience. Individually wrapped for hygiene, making it ideal for delivery bags, event catering, and self-service stations.",https://afida.com/products/cutlery-kit-3-in-1,,,,,,,,,5 kg,
CTL-9,10080.31,"Cornstarch Cutlery Kit, 3 in 1 (Case of 250)",Tableware,3 in,"pla, cornstarch",,250,39.8,,"The cornstarch Cutlery Kit, 3 in 1 is made from cornstarch-based bioplastic, a plant-derived alternative to petroleum plastic. An all-in-one cutlery kit bundled for convenient meal service. Includes the essentials for a complete eating experience. Individually wrapped for hygiene, making it ideal for delivery bags, event catering, and self-service stations.",https://afida.com/products/cutlery-kit-3-in-1-2,,,,,,,,,5 kg,
CTL-8,10080.4,"Cornstarch Cutlery Kit, 4 in 1 (Case of 250)",Tableware,4 in,"pla, cornstarch",,250,48.62,,"The cornstarch Cutlery Kit, 4 in 1 is made from cornstarch-based bioplastic, a plant-derived alternative to petroleum plastic. An all-in-one cutlery kit bundled for convenient meal service. Includes the essentials for a complete eating experience. Individually wrapped for hygiene, making it ideal for delivery bags, event catering, and self-service stations.",https://afida.com/products/cutlery-kit-4-in-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
CTL-7,10080.5,"Cornstarch Cutlery Kit, 5 in 1 (Case of 250)",Tableware,5 in,"pla, pp, cornstarch",,250,46.7,,"The cornstarch Cutlery Kit, 5 in 1 is made from cornstarch-based bioplastic, a plant-derived alternative to petroleum plastic. An all-in-one cutlery kit bundled for convenient meal service. Includes the essentials for a complete eating experience. Individually wrapped for hygiene, making it ideal for delivery bags, event catering, and self-service stations.",https://afida.com/products/cutlery-kit-5-in-1,,,,,,,,,5 kg,
CTL-FK-CL,44PLCTCLRHD0FKG001,"Heavy Duty Clear Reusable Plastic Forks – Case of 1,000",Tableware,190 mm,"pla, plastic",Clear,1000,33.99,,"The 190 mm clear plastic Heavy Duty Reusable Forks is made from durable plastic for reliable everyday use. A sturdy fork with well-defined tines that grip food securely. Strong enough to handle rice, pasta, salads, and firm foods without bending or snapping. A practical choice for takeaways, events, delivery services, and grab-and-go counters.",https://afida.com/products/heavy-duty-reusable-forks,,190 mm,190 mm,,,,,,6 kg,
CTL-KN-CL,44PLCTCLRHD0KNG001,"Heavy Duty Clear Reusable Plastic Knives – Case of 1,000",Tableware,190 mm,"pla, plastic",Clear,1000,33.99,,"The 190 mm clear plastic Heavy Duty Reusable Knives is made from durable plastic for reliable everyday use. A heavy-duty, reusable piece of cutlery designed for repeated washing and use. Made from durable plastic that withstands commercial dishwashers. A cost-effective alternative to single-use options for canteens, staff restaurants, and events.",https://afida.com/products/heavy-duty-reusable-knives,,190 mm,190 mm,,,,,,6 kg,
CTL-SP-CL,44PLCTCLRHD0DSG001,"Heavy Duty Clear Reusable Plastic Spoons – Case of 1,000",Tableware,190 mm,"pla, plastic",Clear,1000,33.99,,"The 190 mm clear plastic Heavy Duty Reusable Spoons is made from durable plastic for reliable everyday use. A deep-bowled spoon that holds soups, stews, porridge, and liquid foods securely. Well-balanced and comfortable to use. A practical choice for takeaways, events, delivery services, and grab-and-go counters.",https://afida.com/products/heavy-duty-reusable-spoons,N/A,190 mm,N/A,N/A,N/A,N/A,N/A,N/A,6 kg,
CTL-125-NT,10080.04,"Natural Cornstarch Teaspoon – 125mm / 4.9” Reusable Compostable Cutlery (Case of 1,000)",Tableware,125mm,cornstarch,Natural,1000,25,Compostable,"The 125mm cornstarch Natural Teaspoon / 4.9” Reusable Cutlery is made from cornstarch-based bioplastic, a plant-derived alternative to petroleum plastic. A compact teaspoon for stirring tea, coffee, and hot drinks. Also works well as a tasting spoon for desserts and condiments. Certified compostable - breaks down in industrial composting facilities. A practical choice for takeaways, events, delivery services, and grab-and-go counters.",https://afida.com/products/natural-teaspoon-4-9-reusable-cutlery,,125 mm,25 mm,,,,,,6 kg,
CTL-2,XG01009DO-case,Wooden Ice Cream Spade Recyclable/Compostable (Case of 4000),Tableware,95mm,"pla, wood, wooden, plastic",,4000,63.53,Biodegradable,"The 95mm wooden Ice Cream Spade is made from sustainably sourced wood, smooth-finished with no rough edges. A flat-bowled spoon designed specifically for scooping ice cream, gelato, sorbet, and frozen yoghurt. The wide shape glides through frozen desserts smoothly. Biodegradable - naturally breaks down over time. A practical choice for takeaways, events, delivery services, and grab-and-go counters.",https://afida.com/products/ice-cream-spade,,95mm,95mm,,,,,,5 kg,
WCKNF,,160mm Wood Compostable Disposable Wooden Knives,Tableware,,Wood,,1000,15.5,"Compostable, Biodegradable","These wooden knives offer sustainable alternative to plastic disposables. Made from natural birchwood, each knife features a smooth cutting edge and splinter-free finish. The 160mm length provides comfortable grip for cutting through most takeaway foods. 100% biodegradable and commercially compostable, breaking down naturally after disposal. Works well paired with our wooden forks for complete eco-friendly meal service. Perfect for food trucks, outdoor events, workplace canteens, and eco-conscious catering. Customers increasingly expect sustainable alternatives. Pack of 1000 knives for high-volume operations.",https://afida.com/products/compostable-disposable-wooden-knives-160mm-wood,,,,,,,,,,
WFKPNK,,160mm Wood Compostable Disposable Wooden Cutlery Kit,Tableware,,Wood,,250,22.76,"Compostable, Biodegradable","These cutlery kits provide complete meal service in one convenient package. Each kit contains a wooden fork, knife, and paper napkin - everything customers need for takeaway meals. Made from sustainable birchwood with a smooth, splinter-free finish. The 160mm cutlery handles everything from salads to main courses confidently. The included napkin completes the package. 100% biodegradable and commercially compostable. Perfect for food trucks, delivery services, outdoor events, and any operation where convenient individual meal sets save time. Eliminates the hassle of assembling separate components. Pack of 250 complete kits.",https://afida.com/products/compostable-disposable-wooden-cutlery-kit-160mm-wood,,,,,,,,,,
WCFRK,,160mm Wood Compostable Disposable Wooden Forks,Tableware,,Wood,,1000,15.5,"Compostable, Biodegradable","These wooden forks offer sustainable alternative to plastic disposables. Made from natural birchwood, each fork features sturdy tines and a smooth, splinter-free finish. The 160mm length provides comfortable grip while handling salads, pasta, and main course dishes confidently. 100% biodegradable and commercially compostable, breaking down naturally after disposal. Perfect for food trucks, outdoor events, workplace canteens, and eco-conscious catering. Customers increasingly expect sustainable alternatives, and wooden cutlery delivers on that expectation. Pack of 1000 forks for high-volume operations.",https://afida.com/products/compostable-disposable-wooden-forks-160mm-wood,,,,,,,,,,
WCSPN,,160mm Wood Compostable Disposable Wooden Spoons,Tableware,,Wood,,1000,15.5,"Compostable, Biodegradable","These wooden spoons offer sustainable alternative to plastic disposables. Made from natural birchwood, each spoon features a properly shaped bowl and smooth, splinter-free finish. The 160mm length and deep bowl handle soups, desserts, ice cream, and yoghurt pots effectively. 100% biodegradable and commercially compostable, breaking down naturally after disposal. Perfect for soup counters, dessert shops, frozen yogurt bars, and eco-conscious catering. Customers increasingly expect sustainable alternatives for dessert and soup service. Pack of 1000 spoons for high-volume operations.",https://afida.com/products/compostable-disposable-wooden-spoons-160mm-wood,,,,,,,,,,
NAP-40-BL,POPIN4048NB,40cm Navy Blue 8-Fold Tablin Pop-In Napkin – Compostable (Case of 500),Tableware,,,Blue,500,64.5,Compostable,"The blue Navy 8-Fold Tablin Pop-In Napkin. A premium Tablin napkin with a linen-like texture and an elegant pop-in fold. Provides the look and feel of cloth napkins with the convenience of disposable. Designed for restaurants, fine dining, and event settings. Certified compostable - breaks down in industrial composting facilities.",https://afida.com/products/navy-8-fold-tablin-pop-in-napkin,,40cm,40cm,,,,,,,
NAP-30-WH,3014WHCOM,Soft White Napkin 30cm 1-Ply – Recyclable,Tableware,30cm,"paper, pp",White,5000,28.8,"Recyclable, Biodegradable","The 30cm white Soft Napkin 1-Ply. A soft, absorbent napkin for everyday food service. Reliable performance for wiping hands and surfaces. A practical staple for restaurants, cafés, canteens, and takeaway outlets. Recyclable and biodegradable, supporting circular waste management. A staple for restaurants, cafés, bars, canteens, and event catering.",https://afida.com/products/soft-napkin-1-ply,not specified,30cm,30cm,not specified,not specified,not specified,not specified,not specified,not specified,
BB-BOX-NAP,,25 x 25cm Bamboo Pulp Cocktail Napkins,Tableware,25 x 25,Bamboo Pulp,,2400,40.8,Compostable,"These bamboo pulp cocktail napkins offer the sustainable choice for drinks service. Made from bamboo - one of the fastest-growing renewable resources - they deliver genuine eco credentials. The 25 x 25cm size suits bar service and drinks accompaniment. The natural unbleached colour creates an earthy, authentic appearance that appeals to environmentally conscious customers. Bamboo fibre provides excellent absorbency, handling condensation and spills effectively. Perfect for eco-conscious cafes, vegan restaurants, organic wine bars, and events prioritising sustainability. The visible eco credentials help venues communicate their environmental values. Compostable after use. Pack of 2400 napkins.",https://afida.com/products/cocktail-napkins-25-x-25cm-bamboo-pulp,,,,,,,,,,
AIRCNWH,,23 x 23cm White Premium Airlaid Cocktail Napkins,Tableware,23 x 23,Paper,White,2400,78.59,,"These premium airlaid cocktail napkins bring luxury to drinks service. The 23 x 23cm size is perfect for placing under glasses and accompanying drinks at bars and events. The airlaid construction creates a soft, cloth-like texture that sets them apart from standard paper napkins. White colour provides clean, versatile presentation for any venue. The exceptional absorbency handles condensation from cold drinks and coffee spills effectively. Perfect for cocktail bars, hotel lounges, corporate events, and upscale cafes. Creates an impression of quality without the cost of cloth. Pack of 2400 napkins for high-volume drinks service operations.",https://afida.com/products/cocktail-napkins-23-x-23cm-white-paper,,,,,,,,,,
PCNBL,,24 x 24cm Black Paper Cocktail Napkins,Tableware,24 x 24,Paper,Black,2000,28.79,,"These paper cocktail napkins bring style to everyday drinks service. The 24 x 24cm size suits placing under glasses, wrapping around cups, and general bar service. The 2-ply construction provides good absorbency for handling condensation and small spills. The sophisticated black colour creates upscale presentation at cocktail bars, nightclubs, and events while effectively hiding stains. Perfect for venues where style matters alongside practicality. Works well in napkin holders and dispensers for self-service. Made from quality paper stock. Pack of 2000 napkins for high-volume cocktail bars and event catering.",https://afida.com/products/cocktail-napkins-24-x-24cm-black-paper,,,,,,,,,,
